mesto_id,bliznje_mesto_id,razdalja_km
231,173,236.7
234,553,25.4
234,410,37.6
234,781,83.1
234,596,89.3
234,494,110.8
241,628,34.9
241,885,188.7
241,550,202.3
241,466,257.8
241,562,263.2
248,466,9.7
248,562,15.6
248,100,21.7
248,885,93.7
248,628,238.7
264,269,32.2
264,726,42.2
264,818,63.0
264,317,142.4
264,324,147.7
269,264,32.2
269,726,33.2
269,818,84.2
269,317,137.5
269,324,172.3
272,327,92.7
272,620,105.7
272,340,123.3
272,872,209.0
272,228,212.1
282,912,120.6
282,352,482.9
282,227,583.8
282,787,601.9
282,671,683.8
284,845,12.6
284,301,19.1
284,11,49.0
284,401,112.0
284,83,117.1
299,406,81.2
299,510,112.2
299,484,117.8
299,225,122.2
299,602,150.6
300,165,31.3
300,338,40.2
300,663,52.4
300,177,67.7
300,216,72.9
301,845,6.5
301,284,19.1
301,11,64.1
301,401,93.3
301,83,98.1
306,210,179.3
306,538,437.3
306,118,442.3
306,752,446.1
306,774,476.6
308,90,60.0
308,11,109.0
308,845,133.5
308,284,134.0
308,301,134.1
310,143,20.8
310,850,53.1
310,829,75.3
310,90,110.8
310,83,129.8
317,225,68.2
317,406,100.5
317,726,105.2
317,818,108.7
317,269,137.5
324,818,88.3
324,484,112.4
324,317,147.3
324,264,147.7
324,726,150.1
327,272,92.7
327,872,171.5
327,228,174.4
327,620,177.9
327,340,181.7
338,165,15.8
338,300,40.2
338,177,59.6
338,663,60.3
338,827,94.8
340,272,123.3
340,791,129.5
340,975,162.0
340,327,181.7
340,620,197.2
352,912,381.2
352,282,482.9
352,136,596.1
352,23,601.5
352,385,655.2
385,23,109.8
385,136,128.5
385,423,310.7
385,35,326.4
385,640,371.1
401,83,11.2
401,460,14.5
401,524,70.7
401,301,93.3
401,904,95.2
406,225,49.3
406,299,81.2
406,484,91.2
406,317,100.5
406,510,142.9
410,234,37.6
410,781,50.7
410,553,54.1
410,596,57.1
410,494,139.3
423,35,182.4
423,640,195.4
423,228,266.0
423,872,268.9
423,385,310.7
431,155,7.9
431,826,19.0
431,973,37.7
431,449,46.0
431,34,47.4
441,231,135.5
441,114,140.8
441,948,200.2
441,494,239.7
441,595,263.9
449,34,6.2
449,973,30.6
449,458,39.1
449,155,39.4
449,431,46.0
454,904,24.2
454,524,45.3
454,603,70.1
454,460,105.2
454,83,113.5
458,566,33.1
458,520,33.7
458,78,38.1
458,449,39.1
458,34,42.2
460,401,14.5
460,83,21.9
460,524,61.2
460,904,86.1
460,301,103.2
466,248,9.7
466,562,16.6
466,100,27.4
466,885,84.8
466,628,228.9
484,510,85.1
484,406,91.2
484,324,112.4
484,299,117.8
484,225,131.4
494,234,110.8
494,553,121.8
494,410,139.3
494,948,143.0
494,781,189.9
507,176,18.7
507,173,41.3
507,11,123.7
507,876,132.4
507,595,141.5
510,484,85.1
510,299,112.2
510,602,131.1
510,406,142.9
510,324,186.3
519,73,38.5
519,826,95.9
519,975,104.3
519,431,106.7
519,155,114.1
520,566,7.3
520,972,22.9
520,458,33.7
520,1000,41.5
520,34,59.0
524,904,25.0
524,454,45.3
524,460,61.2
524,83,68.2
524,401,70.7
538,752,82.7
538,609,244.0
538,210,311.2
538,306,437.3
538,796,619.2
539,596,234.2
539,781,237.7
539,553,257.6
539,410,270.9
539,234,276.7
550,241,202.3
550,628,237.0
550,885,388.5
550,466,448.6
550,177,450.3
553,234,25.4
553,410,54.1
553,781,88.4
553,596,94.0
553,494,121.8
562,100,13.4
562,248,15.6
562,466,16.6
562,885,97.5
562,628,235.7
566,520,7.3
566,972,30.2
566,458,33.1
566,1000,39.3
566,449,63.2
595,876,30.0
595,173,108.9
595,231,128.6
595,176,129.8
595,507,141.5
596,781,6.4
596,410,57.1
596,234,89.3
596,553,94.0
596,494,196.3
602,510,131.1
602,923,134.2
602,840,136.8
602,299,150.6
602,641,181.7
603,930,48.2
603,454,70.1
603,904,80.0
603,524,104.7
603,829,113.7
609,752,196.2
609,538,244.0
609,796,495.2
609,210,544.1
609,306,637.9
620,272,105.7
620,327,177.9
620,340,197.2
620,872,205.8
620,228,208.4
623,774,17.4
623,118,53.8
623,210,469.4
623,306,493.6
623,885,657.4
628,241,34.9
628,885,156.2
628,466,228.9
628,562,235.7
628,550,237.0
640,35,45.6
640,423,195.4
640,269,279.2
640,264,289.4
640,726,312.2
641,840,45.2
641,923,61.8
641,602,181.7
641,510,262.0
641,299,326.8
663,300,52.4
663,338,60.3
663,165,66.0
663,827,72.6
663,116,99.8
671,802,53.7
671,227,187.3
671,787,228.9
671,116,311.2
671,827,321.3
726,269,33.2
726,264,42.2
726,818,62.8
726,317,105.2
726,324,150.1
751,100,338.6
751,562,351.6
751,248,357.5
751,466,365.5
751,885,449.1
752,538,82.7
752,609,196.2
752,210,349.0
752,306,446.1
752,796,632.5
774,623,17.4
774,118,39.6
774,210,455.0
774,306,476.6
774,885,656.8
781,596,6.4
781,410,50.7
781,234,83.1
781,553,88.4
781,494,189.9
787,227,52.8
787,802,218.5
787,671,228.9
787,308,403.1
787,90,403.9
791,975,65.9
791,340,129.5
791,519,130.0
791,73,142.6
791,826,216.1
796,609,495.2
796,538,619.2
796,752,632.5
796,210,909.0
796,306,1055.0
802,671,53.7
802,227,186.6
802,787,218.5
802,116,285.4
802,827,290.3
818,726,62.8
818,264,63.0
818,269,84.2
818,324,88.3
818,317,108.7
826,431,19.0
826,155,22.7
826,973,44.0
826,449,61.4
826,34,63.9
827,116,34.3
827,663,72.6
827,338,94.8
827,165,109.3
827,300,114.4
829,850,25.2
829,310,75.3
829,143,96.0
829,603,113.7
829,930,116.9
840,923,29.9
840,641,45.2
840,602,136.8
840,510,220.6
840,299,281.8
845,301,6.5
845,284,12.6
845,11,58.6
845,401,99.7
845,83,104.6
850,829,25.2
850,310,53.1
850,143,73.1
850,603,137.1
850,904,138.5
872,228,3.1
872,327,171.5
872,620,205.8
872,272,209.0
872,423,268.9
876,595,30.0
876,173,107.0
876,176,117.9
876,507,132.4
876,231,132.9
885,466,84.8
885,248,93.7
885,562,97.5
885,100,110.7
885,628,156.2
903,550,458.2
903,671,563.5
903,802,609.0
903,116,642.3
903,241,656.8
904,454,24.2
904,524,25.0
904,603,80.0
904,460,86.1
904,83,91.8
912,282,120.6
912,352,381.2
912,385,657.4
912,23,667.0
912,136,672.8
923,840,29.9
923,641,61.8
923,602,134.2
923,510,200.5
923,299,271.3
930,603,48.2
930,829,116.9
930,454,118.2
930,904,126.4
930,850,142.1
948,114,116.7
948,494,143.0
948,553,187.8
948,234,197.3
948,441,200.2
972,520,22.9
972,566,30.2
972,458,45.3
972,34,51.7
972,1000,53.1
973,78,29.2
973,155,30.0
973,449,30.6
973,34,36.2
973,431,37.7
975,791,65.9
975,519,104.3
975,73,133.0
975,340,162.0
975,826,169.4
1000,566,39.3
1000,520,41.5
1000,972,53.1
1000,458,72.2
1000,34,100.0
12,675,2.4
12,190,25.4
12,521,34.3
12,593,41.9
190,593,18.2
190,12,25.4
190,675,26.1
190,521,28.1
521,593,27.2
521,190,28.1
521,12,34.3
521,675,36.5
593,190,18.2
593,521,27.2
593,12,41.9
593,675,43.1
675,12,2.4
675,190,26.1
675,521,36.5
675,593,43.1
15,329,115.4
15,957,227.9
15,115,278.0
15,268,286.5
15,586,335.4
28,586,111.3
28,115,164.8
28,169,170.7
28,957,182.1
28,329,324.1
72,384,904.5
72,273,915.2
72,874,938.7
72,456,946.6
72,128,1146.4
115,586,61.3
115,957,94.1
115,28,164.8
115,329,228.3
115,15,278.0
128,990,234.0
128,273,483.4
128,857,537.1
128,390,595.1
128,870,599.4
169,28,170.7
169,586,281.5
169,957,318.9
169,115,330.5
169,329,433.0
201,434,948.0
201,456,1035.2
201,874,1041.2
201,384,1189.2
201,914,1784.2
246,915,328.5
246,778,418.9
246,345,420.3
246,268,529.5
246,390,682.9
268,778,110.9
268,345,111.1
268,15,286.5
268,329,369.4
268,957,509.0
273,990,456.5
273,128,483.4
273,977,573.8
273,390,674.1
273,857,724.0
329,15,115.4
329,957,148.7
329,115,228.3
329,586,274.1
329,28,324.1
345,778,26.8
345,268,111.1
345,15,397.6
345,246,420.3
345,329,477.2
384,874,157.6
384,456,161.3
384,914,904.5
384,201,1189.2
384,273,1819.5
390,857,146.1
390,977,182.4
390,990,364.3
390,870,398.7
390,345,581.1
434,201,948.0
434,456,1775.9
434,874,1779.0
434,384,1936.2
434,914,2188.7
456,874,8.1
456,384,161.3
456,914,946.6
456,201,1035.2
456,434,1775.9
586,115,61.3
586,28,111.3
586,957,127.3
586,329,274.1
586,169,281.5
633,857,146.1
633,977,182.4
633,990,364.3
633,870,398.7
633,345,581.1
778,345,26.8
778,268,110.9
778,15,395.6
778,246,418.9
778,329,480.3
784,586,304.0
784,115,309.9
784,28,380.6
784,957,403.5
784,329,517.5
857,390,146.1
857,870,256.9
857,977,320.3
857,990,329.4
857,128,537.1
870,857,256.9
870,390,398.7
870,990,469.5
870,977,577.0
870,128,599.4
874,456,8.1
874,384,157.6
874,914,938.7
874,201,1041.2
874,434,1779.0
914,384,904.5
914,273,915.2
914,874,938.7
914,456,946.6
914,128,1146.4
915,246,328.5
915,778,743.8
915,345,747.1
915,268,854.7
915,870,924.2
957,115,94.1
957,586,127.3
957,329,148.7
957,28,182.1
957,15,227.9
977,390,182.4
977,857,320.3
977,990,406.0
977,345,526.7
977,268,537.3
990,128,234.0
990,857,329.4
990,390,364.3
990,977,406.0
990,273,456.5
17,579,18.2
17,907,31.6
17,296,48.7
17,559,84.9
17,733,130.2
43,938,82.4
43,886,94.0
43,535,123.1
43,733,147.2
43,304,187.9
259,408,48.8
259,535,200.4
259,559,212.9
259,296,217.6
259,907,224.4
296,559,39.6
296,907,40.8
296,457,48.7
296,579,58.6
296,733,92.2
304,886,98.9
304,938,109.1
304,739,162.6
304,733,176.8
304,43,187.9
408,259,48.8
408,296,179.0
408,907,180.6
408,559,181.0
408,457,211.2
457,579,18.2
457,907,31.6
457,296,48.7
457,559,84.9
457,733,130.2
480,938,41.5
480,43,94.0
480,304,98.9
480,733,111.0
480,559,165.3
500,739,343.0
500,304,364.8
500,938,438.2
500,886,452.1
500,43,516.5
535,43,123.1
535,733,182.0
535,886,199.5
535,259,200.4
535,938,202.3
559,296,39.6
559,733,54.9
559,907,80.2
559,457,84.9
559,579,89.8
579,457,18.2
579,907,49.6
579,296,58.6
579,559,89.8
579,733,129.2
703,43,123.1
703,733,182.0
703,886,199.5
703,259,200.4
703,938,202.3
733,559,54.9
733,296,92.2
733,886,111.0
733,579,129.2
733,457,130.2
739,938,137.7
739,304,162.6
739,886,173.8
739,43,193.4
739,733,284.8
886,938,41.5
886,43,94.0
886,304,98.9
886,733,111.0
886,559,165.3
907,457,31.6
907,296,40.8
907,579,49.6
907,559,80.2
907,733,132.8
938,886,41.5
938,43,82.4
938,304,109.1
938,739,137.7
938,733,149.0
18,540,37.7
18,184,56.3
18,417,103.0
18,660,111.9
18,435,170.9
41,807,78.1
41,606,103.3
41,160,155.4
41,816,176.6
41,236,199.7
68,986,120.5
68,444,143.7
68,435,230.5
68,851,284.3
68,942,307.4
80,807,143.1
80,606,143.3
80,236,180.4
80,160,184.1
80,41,210.6
130,744,41.9
130,153,185.8
130,816,230.1
130,485,241.9
130,929,272.2
153,816,82.4
153,744,145.7
153,130,185.8
153,41,256.4
153,160,269.2
160,236,48.0
160,606,69.0
160,807,100.2
160,41,155.4
160,485,159.3
184,18,56.3
184,660,72.4
184,540,90.7
184,417,109.1
184,435,226.7
236,160,48.0
236,606,103.1
236,807,135.5
236,485,139.6
236,929,143.9
250,942,44.0
250,851,53.8
250,130,299.0
250,68,326.2
250,744,333.6
281,80,233.7
281,807,289.6
281,41,299.3
281,606,314.1
281,160,379.6
417,540,95.7
417,18,103.0
417,184,109.1
417,803,157.7
417,660,181.1
435,444,87.9
435,540,143.9
435,803,157.3
435,18,170.9
435,986,208.6
444,435,87.9
444,986,133.1
444,68,143.7
444,540,185.8
444,18,197.9
485,929,35.6
485,614,93.0
485,236,139.6
485,160,159.3
485,606,228.3
540,18,37.7
540,184,90.7
540,417,95.7
540,435,143.9
540,660,149.5
606,807,32.5
606,160,69.0
606,236,103.1
606,41,103.3
606,80,143.3
614,929,59.4
614,485,93.0
614,236,145.6
614,160,186.4
614,606,248.7
660,184,72.4
660,18,111.9
660,540,149.5
660,417,181.1
660,986,218.6
744,130,41.9
744,153,145.7
744,816,188.3
744,485,229.7
744,929,262.6
803,540,152.4
803,435,157.3
803,417,157.7
803,18,189.1
803,184,233.6
807,606,32.5
807,41,78.1
807,160,100.2
807,236,135.5
807,80,143.1
816,153,82.4
816,41,176.6
816,744,188.3
816,160,195.6
816,606,208.3
851,942,23.5
851,250,53.8
851,68,284.3
851,986,300.0
851,130,352.7
929,485,35.6
929,614,59.4
929,236,143.9
929,160,172.9
929,606,240.9
942,851,23.5
942,250,44.0
942,68,307.4
942,986,319.6
942,130,339.2
986,68,120.5
986,444,133.1
986,435,208.6
986,660,218.6
986,18,220.6
21,532,355.8
21,471,370.3
21,323,449.5
21,867,479.9
21,729,775.9
323,867,38.6
323,471,112.2
323,21,449.5
323,532,791.1
323,729,899.9
471,323,112.2
471,867,150.8
471,21,370.3
471,532,723.0
471,729,924.8
532,21,355.8
532,729,720.4
532,471,723.0
532,323,791.1
532,867,816.8
729,532,720.4
729,21,775.9
729,867,894.5
729,323,899.9
729,471,924.8
867,323,38.6
867,471,150.8
867,21,479.9
867,532,816.8
867,729,894.5
22,490,21.6
22,985,61.6
490,22,21.6
490,985,43.4
985,490,43.4
985,22,61.6
24,283,116.6
24,122,204.6
24,266,229.3
24,954,245.1
24,336,268.0
122,266,27.7
122,740,181.7
122,24,204.6
122,689,205.7
122,954,259.3
157,260,96.8
157,949,120.2
157,468,202.6
157,336,239.3
157,954,250.6
260,949,24.0
260,157,96.8
260,468,205.7
260,336,292.3
260,954,294.4
266,122,27.7
266,740,189.1
266,689,222.6
266,24,229.3
266,336,282.3
283,24,116.6
283,122,309.8
283,266,331.4
283,954,344.6
283,336,370.9
336,954,30.3
336,689,82.1
336,468,140.8
336,740,163.2
336,157,239.3
446,266,687.9
446,122,715.5
446,740,769.1
446,689,846.6
446,24,901.6
468,954,123.9
468,336,140.8
468,157,202.6
468,260,205.7
468,949,207.2
689,740,81.3
689,336,82.1
689,954,102.5
689,122,205.7
689,266,222.6
740,689,81.3
740,336,163.2
740,122,181.7
740,954,183.3
740,266,189.1
949,260,24.0
949,157,120.2
949,468,207.2
949,954,303.7
949,336,303.8
954,336,30.3
954,689,102.5
954,468,123.9
954,740,183.3
954,24,245.1
26,668,39.2
26,732,67.6
26,440,69.5
26,386,107.8
26,764,113.4
57,280,13.6
57,846,26.8
57,865,50.0
57,732,87.4
57,386,120.3
111,908,14.1
111,262,49.7
111,707,70.1
111,495,81.0
111,884,104.9
262,111,49.7
262,495,49.9
262,884,57.1
262,908,63.5
262,707,100.2
280,57,13.6
280,846,35.5
280,865,62.7
280,732,88.8
280,386,109.3
386,764,45.6
386,668,88.9
386,732,103.7
386,26,107.8
386,280,109.3
440,26,69.5
440,732,70.1
440,908,108.1
440,668,108.7
440,111,109.3
495,884,45.3
495,262,49.9
495,793,59.5
495,111,81.0
495,707,94.2
668,26,39.2
668,764,80.9
668,386,88.9
668,732,93.4
668,440,108.7
707,908,69.4
707,111,70.1
707,793,81.5
707,495,94.2
707,262,100.2
732,846,64.9
732,26,67.6
732,440,70.1
732,865,80.2
732,57,87.4
764,386,45.6
764,668,80.9
764,26,113.4
764,732,133.8
764,280,154.6
793,495,59.5
793,935,76.7
793,707,81.5
793,884,100.1
793,262,103.2
846,57,26.8
846,865,32.9
846,280,35.5
846,732,64.9
846,386,120.9
858,386,45.6
858,668,80.9
858,26,113.4
858,732,133.8
858,280,154.6
865,846,32.9
865,57,50.0
865,280,62.7
865,732,80.2
865,440,125.3
884,495,45.3
884,262,57.1
884,793,100.1
884,111,104.9
884,908,119.1
908,111,14.1
908,262,63.5
908,707,69.4
908,495,94.2
908,440,108.1
935,793,76.7
935,495,116.9
935,884,138.9
935,707,155.8
935,262,166.7
27,212,12.8
27,67,55.5
27,589,82.0
27,127,96.8
27,805,118.3
67,127,41.7
67,589,50.9
67,27,55.5
67,212,66.0
67,805,69.5
86,685,15.9
86,709,128.7
86,99,179.6
86,659,1135.3
86,979,1147.1
98,516,5.9
98,334,23.1
98,694,24.3
98,186,24.6
98,493,25.5
99,685,170.4
99,86,179.6
99,709,288.5
99,659,955.7
99,979,967.6
121,746,10.7
121,561,23.4
121,333,37.5
121,944,53.6
121,334,57.0
127,805,37.9
127,67,41.7
127,589,53.2
127,27,96.8
127,600,103.4
186,314,6.0
186,723,14.7
186,694,15.4
186,516,19.8
186,98,24.6
212,27,12.8
212,67,66.0
212,589,86.0
212,127,106.6
212,805,125.3
314,186,6.0
314,723,10.8
314,694,18.6
314,516,25.8
314,493,27.9
315,465,75.4
315,600,97.1
315,939,97.6
315,746,105.4
315,561,112.2
333,944,17.5
333,334,19.7
333,561,23.2
333,493,24.7
333,121,37.5
334,944,6.1
334,493,11.9
334,333,19.7
334,98,23.1
334,516,26.4
465,315,75.4
465,561,80.2
465,723,80.9
465,746,88.9
465,493,90.1
493,334,11.9
493,944,17.8
493,333,24.7
493,186,24.9
493,723,25.4
516,98,5.9
516,694,18.4
516,186,19.8
516,314,25.8
516,493,26.2
561,746,20.9
561,333,23.2
561,121,23.4
561,944,40.5
561,334,41.8
589,805,46.1
589,67,50.9
589,127,53.2
589,27,82.0
589,212,86.0
600,939,3.8
600,315,97.1
600,127,103.4
600,67,123.3
600,805,131.0
659,979,11.9
659,99,955.7
659,212,969.5
659,852,973.9
659,27,980.8
685,86,15.9
685,709,144.4
685,99,170.4
685,659,1125.8
685,979,1137.6
694,186,15.4
694,811,18.1
694,516,18.4
694,314,18.6
694,98,24.3
709,86,128.7
709,685,144.4
709,99,288.5
709,659,1233.6
709,979,1245.4
723,314,10.8
723,186,14.7
723,493,25.4
723,694,29.3
723,516,33.0
746,121,10.7
746,561,20.9
746,333,40.6
746,944,57.8
746,334,60.3
786,811,42.2
786,694,54.3
786,516,64.7
786,98,68.1
786,186,69.5
805,127,37.9
805,589,46.1
805,67,69.5
805,746,100.1
805,121,102.0
811,694,18.1
811,186,30.5
811,314,30.8
811,516,35.9
811,723,41.0
852,27,223.3
852,212,227.9
852,67,246.8
852,600,252.8
852,939,253.3
939,600,3.8
939,315,97.6
939,127,107.1
939,67,127.0
939,805,134.5
944,334,6.1
944,333,17.5
944,493,17.8
944,98,26.2
944,516,30.3
979,659,11.9
979,99,967.6
979,212,968.6
979,852,970.3
979,27,979.8
39,370,111.5
39,613,120.7
39,245,529.2
245,613,439.0
245,39,529.2
245,370,634.9
370,39,111.5
370,613,203.5
370,245,634.9
613,39,120.7
613,370,203.5
613,245,439.0
42,138,48.1
42,656,128.5
42,526,182.1
42,289,321.5
42,604,345.4
138,42,48.1
138,656,81.7
138,526,145.9
138,604,300.6
138,289,350.6
289,42,321.5
289,138,350.6
289,656,391.1
289,526,496.4
289,577,622.9
526,656,131.6
526,138,145.9
526,604,177.8
526,42,182.1
526,577,296.8
577,604,179.5
577,656,277.0
577,526,296.8
577,138,357.3
577,42,405.1
604,526,177.8
604,577,179.5
604,656,243.0
604,138,300.6
604,42,345.4
656,138,81.7
656,42,128.5
656,526,131.6
656,604,243.0
656,577,277.0
44,180,115.5
44,359,405.3
44,376,829.3
44,181,1326.8
44,737,1502.0
56,134,206.7
56,528,208.2
56,931,219.4
56,235,439.2
56,584,460.7
58,960,5.3
58,120,13.8
58,974,38.0
58,657,47.6
58,189,62.4
84,104,90.9
84,145,112.2
84,747,122.5
84,582,181.7
84,394,255.3
104,747,80.6
104,84,90.9
104,145,164.1
104,394,192.9
104,582,252.0
108,974,75.4
108,214,93.4
108,120,106.4
108,960,108.4
108,58,113.4
110,925,268.9
110,737,297.6
110,180,1631.3
110,44,1735.1
110,359,1952.2
120,960,13.7
120,58,13.8
120,974,33.3
120,657,40.3
120,189,57.4
134,528,3.3
134,931,13.2
134,56,206.7
134,235,277.8
134,584,352.5
145,582,93.0
145,84,112.2
145,104,164.1
145,747,225.9
145,394,353.9
154,543,227.5
154,218,309.0
154,911,358.0
154,238,363.4
154,962,374.0
175,590,449.4
175,768,504.8
175,933,550.2
175,543,677.2
175,218,770.1
180,44,115.5
180,359,501.6
180,376,942.2
180,737,1393.0
180,181,1432.3
181,318,375.1
181,770,377.6
181,376,542.5
181,626,652.3
181,921,664.7
189,657,19.0
189,120,57.4
189,835,58.3
189,58,62.4
189,960,66.6
195,108,129.3
195,321,156.4
195,464,159.2
195,974,171.1
195,214,181.6
214,108,93.4
214,321,137.3
214,974,159.3
214,195,181.6
214,960,190.7
217,255,120.2
217,998,579.7
217,343,689.1
217,931,776.7
217,134,789.4
218,543,167.2
218,804,290.7
218,154,309.0
218,962,513.8
218,529,549.6
235,584,137.7
235,998,244.5
235,835,248.5
235,931,272.8
235,528,274.7
238,610,19.7
238,962,186.3
238,911,219.7
238,154,363.4
238,433,400.8
255,891,120.2
255,998,682.3
255,343,803.3
255,931,837.3
255,134,849.4
318,770,15.3
318,181,375.1
318,921,389.5
318,898,459.7
318,626,503.2
321,464,134.5
321,214,137.3
321,195,156.4
321,108,178.0
321,974,252.6
343,998,195.7
343,835,285.9
343,58,308.9
343,960,311.6
343,120,322.0
347,766,113.4
347,921,123.0
347,594,216.5
347,626,244.0
347,898,347.8
359,44,405.3
359,180,501.6
359,376,653.9
359,181,1196.3
359,770,1516.3
376,181,542.5
376,359,653.9
376,44,829.3
376,770,876.9
376,318,880.0
394,747,133.0
394,104,192.9
394,84,255.3
394,145,353.9
394,582,435.7
433,321,311.3
433,936,367.9
433,464,371.8
433,610,381.6
433,214,384.3
437,999,118.3
437,492,249.8
437,582,341.9
437,145,422.1
437,84,523.4
464,321,134.5
464,195,159.2
464,214,257.0
464,108,258.4
464,529,309.5
478,594,143.7
478,766,344.4
478,347,360.1
478,921,479.4
478,898,527.7
492,999,153.4
492,437,249.8
492,582,427.7
492,936,502.2
492,145,520.7
528,134,3.3
528,931,13.0
528,56,208.2
528,235,274.7
528,584,349.3
529,804,273.5
529,464,309.5
529,195,385.5
529,962,434.1
529,321,442.5
543,218,167.2
543,154,227.5
543,804,414.8
543,768,426.7
543,962,546.8
555,584,457.8
555,529,470.6
555,56,484.7
555,235,565.2
555,528,571.1
582,145,93.0
582,84,181.7
582,104,252.0
582,747,303.8
582,999,310.3
584,235,137.7
584,835,200.6
584,189,238.3
584,657,256.9
584,120,295.1
590,175,449.4
590,933,523.5
590,757,626.2
590,218,719.5
590,543,726.9
594,478,143.7
594,766,214.6
594,347,216.5
594,921,336.7
594,626,412.7
610,238,19.7
610,962,185.7
610,911,231.7
610,433,381.6
610,154,382.3
626,921,228.7
626,347,244.0
626,766,352.1
626,594,412.7
626,318,503.2
657,189,19.0
657,120,40.3
657,58,47.6
657,960,51.1
657,974,70.5
737,925,125.3
737,110,297.6
737,180,1393.0
737,44,1502.0
737,359,1758.8
747,104,80.6
747,84,122.5
747,394,133.0
747,145,225.9
747,582,303.8
757,218,588.3
757,590,626.2
757,804,656.4
757,555,704.2
757,529,711.6
766,347,113.4
766,921,168.4
766,594,214.6
766,898,247.9
766,478,344.4
768,543,426.7
768,154,489.7
768,175,504.8
768,218,590.5
768,911,679.7
770,318,15.3
770,181,377.6
770,921,401.6
770,898,462.0
770,626,518.2
804,529,273.5
804,218,290.7
804,962,324.0
804,154,392.4
804,543,414.8
835,189,58.3
835,657,75.0
835,58,101.4
835,120,103.4
835,960,106.7
891,255,120.2
891,998,579.7
891,343,689.1
891,931,776.7
891,134,789.4
898,766,247.9
898,921,321.0
898,347,347.8
898,594,432.4
898,318,459.7
909,84,369.5
909,747,378.0
909,104,428.9
909,394,437.8
909,582,444.4
911,238,219.7
911,610,231.7
911,154,358.0
911,962,391.8
911,543,581.5
921,347,123.0
921,766,168.4
921,626,228.7
921,898,321.0
921,594,336.7
925,737,125.3
925,110,268.9
925,180,1508.0
925,44,1618.2
925,359,1881.7
931,528,13.0
931,134,13.2
931,56,219.4
931,235,272.8
931,584,352.2
933,590,523.5
933,175,550.2
933,626,794.1
933,594,924.7
933,347,938.5
936,214,321.5
936,433,367.9
936,321,392.0
936,108,405.0
936,974,445.1
960,58,5.3
960,120,13.7
960,974,33.0
960,657,51.1
960,189,66.6
962,610,185.7
962,238,186.3
962,804,324.0
962,154,374.0
962,433,388.3
974,960,33.0
974,120,33.3
974,58,38.0
974,657,70.5
974,108,75.4
998,343,195.7
998,235,244.5
998,835,362.6
998,584,368.9
998,931,389.3
999,437,118.3
999,492,153.4
999,582,310.3
999,145,401.2
999,84,487.3
46,725,79.4
46,711,80.6
46,619,96.8
46,971,111.8
46,501,118.7
63,892,189.3
63,812,348.2
63,409,387.5
63,117,478.8
63,568,546.5
81,892,602.2
81,63,749.7
81,812,995.9
81,117,1061.9
81,409,1099.4
117,254,97.2
117,568,101.6
117,812,143.1
117,581,204.2
117,409,245.8
254,568,82.5
254,117,97.2
254,581,130.7
254,812,235.3
254,46,255.4
364,700,39.7
364,501,248.0
364,971,249.7
364,945,267.9
364,711,272.1
409,812,148.5
409,568,238.3
409,117,245.8
409,254,309.4
409,581,324.5
501,711,38.7
501,619,41.7
501,725,54.9
501,945,67.7
501,46,118.7
568,254,82.5
568,117,101.6
568,581,112.1
568,812,198.3
568,409,238.3
581,568,112.1
581,254,130.7
581,46,165.4
581,971,194.0
581,117,204.2
619,725,18.3
619,711,38.5
619,501,41.7
619,945,71.8
619,46,96.8
700,364,39.7
700,501,240.7
700,945,250.7
700,971,261.3
700,711,269.2
711,725,36.8
711,619,38.5
711,501,38.7
711,46,80.6
711,971,98.1
725,619,18.3
725,711,36.8
725,501,54.9
725,46,79.4
725,945,89.6
812,117,143.1
812,409,148.5
812,568,198.3
812,254,235.3
812,581,309.5
892,63,189.3
892,812,402.8
892,117,496.0
892,409,497.3
892,568,586.0
945,501,67.7
945,619,71.8
945,725,89.6
945,711,99.0
945,46,168.6
971,711,98.1
971,46,111.8
971,501,119.5
971,725,131.6
971,619,136.6
47,869,22.9
47,958,337.3
47,294,976.8
294,869,972.5
294,47,976.8
294,958,1031.4
869,47,22.9
869,958,359.8
869,294,972.5
958,47,337.3
958,869,359.8
958,294,1031.4
48,783,227.4
48,150,231.0
48,479,323.8
150,783,10.1
150,479,123.2
150,48,231.0
479,150,123.2
479,783,132.9
479,48,323.8
783,150,10.1
783,479,132.9
783,48,227.4
51,453,86.6
51,554,165.1
51,988,250.5
51,833,265.7
51,174,291.7
174,275,124.6
174,453,252.2
174,232,256.3
174,541,264.6
174,692,267.5
206,672,143.3
206,363,145.2
206,541,147.3
206,692,160.4
206,806,167.2
220,988,176.9
220,554,295.7
220,275,362.5
220,174,380.3
220,676,404.1
232,692,16.5
232,541,26.2
232,672,35.2
232,206,172.1
232,363,194.5
275,174,124.6
275,676,326.3
275,220,362.5
275,232,365.1
275,206,366.9
363,806,42.6
363,730,95.5
363,206,145.2
363,672,160.7
363,541,172.1
453,51,86.6
453,232,225.8
453,833,226.6
453,692,241.8
453,554,246.4
463,676,230.1
463,220,542.6
463,275,555.4
463,174,672.2
463,988,706.3
541,672,11.8
541,692,13.3
541,232,26.2
541,206,147.3
541,363,172.1
554,988,118.8
554,51,165.1
554,453,246.4
554,220,295.7
554,174,359.2
672,541,11.8
672,692,19.3
672,232,35.2
672,206,143.3
672,363,160.7
676,463,230.1
676,275,326.3
676,220,404.1
676,174,445.5
676,988,538.3
692,541,13.3
692,232,16.5
692,672,19.3
692,206,160.4
692,363,178.1
730,363,95.5
730,806,102.3
