id,ime,ocena,vstopnina,za_otroke,mesto_id
863,Družinski ogled mesta – Fengyang Fuchengzhen,2,NE,DA,863
864,Kulturni sprehod – Mingora,4,DA,DA,864
865,Sprehod po mestnem središču – Jablonec nad Nisou,1,NE,NE,865
866,Kolesarski ogled mesta – Itapagé,3,NE,DA,866
867,Ogled lokalne arhitekture – Wete,3,DA,DA,867
868,Obisk lokalne tržnice – Bundoran,5,NE,DA,868
869,Fotografski sprehod – Putrajaya,1,NE,DA,869
870,Okušanje lokalne kulinarike – Saint Louis,2,DA,NE,870
871,Družinski ogled mesta – Nioro,1,NE,DA,871
872,Kulturni sprehod – Tlutup,3,NE,DA,872
873,Sprehod po mestnem središču – Petare,2,DA,DA,873
874,Kolesarski ogled mesta – Mesa,3,NE,DA,874
875,Ogled lokalne arhitekture – Caleufú,5,NE,NE,875
876,Obisk lokalne tržnice – Desa Gegempalan,1,DA,DA,876
877,Fotografski sprehod – Bern,2,NE,DA,877
878,Okušanje lokalne kulinarike – Piúma,2,NE,DA,878
879,Družinski ogled mesta – Brazzaville,5,DA,DA,879
880,Kulturni sprehod – Tungipāra,2,NE,NE,880
881,Sprehod po mestnem središču – Sørvágur,3,NE,DA,881
882,Kolesarski ogled mesta – Manisi,2,DA,DA,882
883,Ogled lokalne arhitekture – Luna,4,NE,DA,883
884,Obisk lokalne tržnice – Velké Losiny,4,NE,DA,884
885,Fotografski sprehod – Godong,3,DA,NE,885
886,Okušanje lokalne kulinarike – Linköping,4,NE,DA,886
887,Družinski ogled mesta – Agía Varvára,2,NE,DA,887
888,Kulturni sprehod – Laprida,4,DA,DA,888
889,Sprehod po mestnem središču – José Bonifácio,5,NE,DA,889
890,Kolesarski ogled mesta – Dagou,1,NE,NE,890
891,Ogled lokalne arhitekture – Ozërsk,1,DA,DA,891
892,Obisk lokalne tržnice – Tarumizu,2,NE,DA,892
893,Fotografski sprehod – Esquina,4,NE,DA,893
894,Okušanje lokalne kulinarike – Pleasant Point,4,DA,DA,894
895,Družinski ogled mesta – Datun,4,NE,NE,895
896,Kulturni sprehod – Bhakkar,5,NE,DA,896
897,Sprehod po mestnem središču – Bodzentyn,3,DA,DA,897
898,Kolesarski ogled mesta – Cherga,3,NE,DA,898
899,Ogled lokalne arhitekture – Igarapé Açu,4,NE,DA,899
900,Obisk lokalne tržnice – Penticton,2,DA,NE,900
901,Fotografski sprehod – Shangdu,1,NE,DA,901
902,Okušanje lokalne kulinarike – Mascouche,3,NE,DA,902
903,Družinski ogled mesta – Dadaha,3,DA,DA,903
904,Kulturni sprehod – Pule,2,NE,DA,904
905,Sprehod po mestnem središču – Garešnica,2,NE,NE,905
906,Kolesarski ogled mesta – Wąbrzeźno,2,DA,DA,906
907,Ogled lokalne arhitekture – Onsala,3,NE,DA,907
908,Obisk lokalne tržnice – Mohelno,3,NE,DA,908
909,Fotografski sprehod – Starokucherganovka,4,DA,DA,909
910,Okušanje lokalne kulinarike – Kveda Chkhorots’q’u,4,NE,NE,910
911,Družinski ogled mesta – Sorochinsk,3,NE,DA,911
912,Kulturni sprehod – Pisang,1,DA,DA,912
913,Sprehod po mestnem središču – Marka,5,NE,DA,913
914,Kolesarski ogled mesta – Amarillo,5,NE,DA,914
915,Ogled lokalne arhitekture – New York City,4,DA,NE,915
916,Obisk lokalne tržnice – Spitak,3,NE,DA,916
917,Fotografski sprehod – Pailou,3,NE,DA,917
918,Okušanje lokalne kulinarike – Chodów,4,DA,DA,918
919,Družinski ogled mesta – Palangue,4,NE,DA,919
920,Kulturni sprehod – Bishan,2,NE,NE,920
921,Sprehod po mestnem središču – Ursk,3,DA,DA,921
922,Kolesarski ogled mesta – Villasis,4,NE,DA,922
923,Ogled lokalne arhitekture – Dahu,1,NE,DA,923
924,Obisk lokalne tržnice – Butembo,4,DA,DA,924
925,Fotografski sprehod – Vol’no-Nadezhdinskoye,3,NE,NE,925
926,Okušanje lokalne kulinarike – Kocēni,3,NE,DA,926
927,Družinski ogled mesta – Xihongmen,2,DA,DA,927
928,Kulturni sprehod – Chedao,2,NE,DA,928
929,Sprehod po mestnem središču – Bellavista,3,NE,DA,929
930,Kolesarski ogled mesta – Kabongan Kidul,2,DA,NE,930
931,Ogled lokalne arhitekture – Sosnovaya Polyana,5,NE,DA,931
932,Obisk lokalne tržnice – Sevilla,1,NE,DA,932
933,Fotografski sprehod – Pokachi,4,DA,DA,933
934,Okušanje lokalne kulinarike – Umm al Qaywayn,3,NE,DA,934
935,Družinski ogled mesta – Bukovec,2,NE,NE,935
936,Kulturni sprehod – Somovo,1,DA,DA,936
937,Sprehod po mestnem središču – Chengzi,3,NE,DA,937
938,Kolesarski ogled mesta – Söderköping,5,NE,DA,938
939,Ogled lokalne arhitekture – Verdizela,5,DA,DA,939
940,Obisk lokalne tržnice – La Plata,2,NE,NE,940
941,Fotografski sprehod – Taungoo,1,NE,DA,941
942,Okušanje lokalne kulinarike – Yanacancha,4,DA,DA,942
943,Družinski ogled mesta – Tucaní,3,NE,DA,943
944,Kulturni sprehod – Memória,1,NE,DA,944
945,Sprehod po mestnem središču – Narutō,4,DA,NE,945
946,Kolesarski ogled mesta – Khalīlābād,3,NE,DA,946
947,Ogled lokalne arhitekture – Buynichy,1,NE,DA,947
948,Obisk lokalne tržnice – Emplak,3,DA,DA,948
949,Fotografski sprehod – That Phanom,4,NE,DA,949
950,Okušanje lokalne kulinarike – Ar Rass,3,NE,NE,950
951,Družinski ogled mesta – Huangzhou,3,DA,DA,951
952,Kulturni sprehod – El Tejocote,3,NE,DA,952
953,Sprehod po mestnem središču – Ugep,4,NE,DA,953
954,Kolesarski ogled mesta – Khong,4,DA,DA,954
955,Ogled lokalne arhitekture – Maogang,2,NE,NE,955
956,Obisk lokalne tržnice – San Jose,2,NE,DA,956
957,Fotografski sprehod – Albany,1,DA,DA,957
958,Okušanje lokalne kulinarike – Kota Bharu,3,NE,DA,958
959,Družinski ogled mesta – Bulqizë,4,NE,DA,959
960,Kulturni sprehod – Khoroshëvo-Mnevniki,3,DA,NE,960
961,Sprehod po mestnem središču – Marvdasht,2,NE,DA,961
962,Kolesarski ogled mesta – Bolgar,5,NE,DA,962
963,Ogled lokalne arhitekture – Nahāvand,1,DA,DA,963
964,Obisk lokalne tržnice – Tola,2,NE,DA,964
965,Fotografski sprehod – Kokkónion,3,NE,NE,965
966,Okušanje lokalne kulinarike – Pingxiang,4,DA,DA,966
967,Družinski ogled mesta – Płońsk,3,NE,DA,967
968,Kulturni sprehod – Wuping,4,NE,DA,968
969,Sprehod po mestnem središču – Xinxu,2,DA,DA,969
970,Kolesarski ogled mesta – Santa Teresa,4,NE,NE,970
971,Ogled lokalne arhitekture – Saku,4,NE,DA,971
972,Obisk lokalne tržnice – Menampukrajan,2,DA,DA,972
973,Fotografski sprehod – Neglasari,4,NE,DA,973
974,Okušanje lokalne kulinarike – Tomilino,5,NE,DA,974
975,Družinski ogled mesta – Cilangkap,3,DA,NE,975
976,Kulturni sprehod – Fudian,3,NE,DA,976
977,Sprehod po mestnem središču – Anchorage,5,NE,DA,977
978,Kolesarski ogled mesta – Orosh,4,DA,DA,978
979,Ogled lokalne arhitekture – Almargem do Bispo,4,NE,DA,979
980,Obisk lokalne tržnice – La Libertad,5,NE,NE,980
981,Fotografski sprehod – Shangtianba,3,DA,DA,981
982,Okušanje lokalne kulinarike – El Cairo,5,NE,DA,982
983,Družinski ogled mesta – Xiaowuzhan,5,NE,DA,983
984,Kulturni sprehod – Ji Paraná,4,DA,DA,984
985,Sprehod po mestnem središču – Ulster Spring,1,NE,NE,985
986,Kolesarski ogled mesta – Chapimarca,3,NE,DA,986
987,Ogled lokalne arhitekture – Tielong,4,DA,DA,987
988,Obisk lokalne tržnice – Agen,2,NE,DA,988
989,Fotografski sprehod – Kyzylorda,4,NE,DA,989
990,Okušanje lokalne kulinarike – El Paso,4,DA,NE,990
991,Družinski ogled mesta – Zvenyhorodka,3,NE,DA,991
992,Kulturni sprehod – Bielefeld,3,NE,DA,992
993,Sprehod po mestnem središču – Pigcawayan,5,DA,DA,993
994,Kolesarski ogled mesta – Kabinda,3,NE,DA,994
995,Ogled lokalne arhitekture – Luojiang,4,NE,NE,995
996,Obisk lokalne tržnice – Jermenovci,5,DA,DA,996
997,Fotografski sprehod – Piedra del Águila,4,NE,DA,997
998,Okušanje lokalne kulinarike – Velikiye Luki,3,NE,DA,998
999,Družinski ogled mesta – Novorozhdestvenskaya,4,DA,DA,999
1000,Kulturni sprehod – Sidokumpul,1,NE,NE,1000
1001,Družinski ogled znamenitosti – Ojo de Agua,4,DA,DA,1
1002,Koncert lokalne glasbe – Ojo de Agua,5,DA,DA,1
1003,Voden pohod po okolici – Ojo de Agua,3,NE,DA,1
1004,Vodena fotografska tura – Madingou,5,DA,NE,2
1005,Jutranji ogled mesta – Madingou,3,NE,DA,2
1006,Obisk zgodovinske četrti – Madingou,4,NE,DA,2
1007,Otroška ustvarjalna delavnica – Yueyang,3,DA,DA,3
1008,Sprehod ob reki – Yueyang,4,NE,DA,3
1009,Kolesarski izlet po mestu – Yueyang,5,NE,DA,3
1010,Ogled verske dediščine – Bintawan,4,NE,DA,4
1011,Vožnja z ladjico – Bintawan,5,DA,DA,4
1012,Večerni kulturni sprehod – Bintawan,3,NE,NE,4
1013,Piknik v mestnem parku – Jundiaí,5,NE,DA,5
1014,Degustacija lokalnih jedi – Jundiaí,3,DA,NE,5
1015,Ulična kulinarična tura – Jundiaí,4,DA,NE,5
1016,Sprehod skozi mestni park – Cachoeiras de Macacu,3,NE,DA,6
1017,Izlet v naravo v okolici mesta – Cachoeiras de Macacu,4,NE,DA,6
1018,Arhitekturni sprehod – Cachoeiras de Macacu,5,NE,DA,6
1019,Razgledna točka in fotografiranje – Rio Formoso,4,NE,DA,7
1020,Interaktivni znanstveni center – Rio Formoso,5,DA,DA,7
1021,Obisk mestne knjižnice – Rio Formoso,3,NE,DA,7
1022,Plovba po reki ali jezeru – Kamień Pomorski,5,DA,DA,8
1023,Obisk kulturnega centra – Kamień Pomorski,3,DA,DA,8
1024,Delavnica tradicionalnih obrti – Kamień Pomorski,4,DA,DA,8
1025,Raziskovanje lokalnih obrti – Vovchans’k,3,DA,DA,9
1026,Ogled mestnih znamenitosti ponoči – Vovchans’k,4,DA,NE,9
1027,Delavnica lokalne kulinarike – Vovchans’k,5,DA,DA,9
1028,Vožnja s turističnim avtobusom – Mogadishu,4,DA,DA,10
1029,Obisk zgodovinskega muzeja – Mogadishu,5,DA,DA,10
1030,Obisk umetniške galerije – Mogadishu,3,DA,DA,10
1031,Pokušina lokalnih sladic – Kalianyar Selatan,5,DA,DA,11
1032,Obisk živalskega vrta – Kalianyar Selatan,3,DA,DA,11
1033,Ogled športnega objekta – Kalianyar Selatan,4,DA,DA,11
1034,Ogled lokalne tržnice – Boevange-sur-Attert,3,NE,DA,12
1035,Obisk botaničnega vrta – Boevange-sur-Attert,4,DA,DA,12
1036,Večerni razgled na mesto – Boevange-sur-Attert,5,NE,DA,12
1037,Ogled zgodovinskih zgradb – Skaryszew,4,NE,DA,13
1038,Obisk akvarija – Skaryszew,5,DA,DA,13
1039,Obisk lokalnega sejma – Skaryszew,3,NE,DA,13
1040,Koncert lokalne glasbe – Linggou,5,DA,DA,14
1041,Voden pohod po okolici – Linggou,3,NE,DA,14
1042,Voden ogled starega mestnega jedra – Linggou,4,NE,DA,14
1043,Jutranji ogled mesta – Louisville,3,NE,DA,15
1044,Obisk zgodovinske četrti – Louisville,4,NE,DA,15
1045,Družinski ogled znamenitosti – Louisville,5,DA,DA,15
1046,Sprehod ob reki – Dabola,4,NE,DA,16
1047,Kolesarski izlet po mestu – Dabola,5,NE,DA,16
1048,Vodena fotografska tura – Dabola,3,DA,NE,16
1049,Vožnja z ladjico – Göteborg,5,DA,DA,17
1050,Večerni kulturni sprehod – Göteborg,3,NE,NE,17
1051,Otroška ustvarjalna delavnica – Göteborg,4,DA,DA,17
1052,Degustacija lokalnih jedi – Huambo,3,DA,NE,18
1053,Ulična kulinarična tura – Huambo,4,DA,NE,18
1054,Ogled verske dediščine – Huambo,5,NE,DA,18
1055,Izlet v naravo v okolici mesta – Culasian,4,NE,DA,19
1056,Arhitekturni sprehod – Culasian,5,NE,DA,19
1057,Piknik v mestnem parku – Culasian,3,NE,DA,19
1058,Interaktivni znanstveni center – Zhanping,5,DA,DA,20
1059,Obisk mestne knjižnice – Zhanping,3,NE,DA,20
1060,Sprehod skozi mestni park – Zhanping,4,NE,DA,20
1061,Obisk kulturnega centra – Ifakara,3,DA,DA,21
1062,Delavnica tradicionalnih obrti – Ifakara,4,DA,DA,21
1063,Razgledna točka in fotografiranje – Ifakara,5,NE,DA,21
1064,Ogled mestnih znamenitosti ponoči – Mt Peto,4,DA,NE,22
1065,Delavnica lokalne kulinarike – Mt Peto,5,DA,DA,22
1066,Plovba po reki ali jezeru – Mt Peto,3,DA,DA,22
1067,Obisk zgodovinskega muzeja – Nanger,5,DA,DA,23
1068,Obisk umetniške galerije – Nanger,3,DA,DA,23
1069,Raziskovanje lokalnih obrti – Nanger,4,DA,DA,23
1070,Obisk živalskega vrta – Kao Liao,3,DA,DA,24
1071,Ogled športnega objekta – Kao Liao,4,DA,DA,24
1072,Vožnja s turističnim avtobusom – Kao Liao,5,DA,DA,24
1073,Obisk botaničnega vrta – Kongtian,4,DA,DA,25
1074,Večerni razgled na mesto – Kongtian,5,NE,DA,25
1075,Pokušina lokalnih sladic – Kongtian,3,DA,DA,25
1076,Obisk akvarija – Bohutín,5,DA,DA,26
1077,Obisk lokalnega sejma – Bohutín,3,NE,DA,26
1078,Ogled lokalne tržnice – Bohutín,4,NE,DA,26
1079,Voden pohod po okolici – Santa Cristina Couto,3,NE,DA,27
1080,Voden ogled starega mestnega jedra – Santa Cristina Couto,4,NE,DA,27
1081,Ogled zgodovinskih zgradb – Santa Cristina Couto,5,NE,DA,27
1082,Obisk zgodovinske četrti – Youngstown,4,NE,DA,28
1083,Družinski ogled znamenitosti – Youngstown,5,DA,DA,28
1084,Koncert lokalne glasbe – Youngstown,3,DA,DA,28
1085,Kolesarski izlet po mestu – Tangdong,5,NE,DA,29
1086,Vodena fotografska tura – Tangdong,3,DA,NE,29
1087,Jutranji ogled mesta – Tangdong,4,NE,DA,29
1088,Večerni kulturni sprehod – Vinnytsya,3,NE,NE,30
1089,Otroška ustvarjalna delavnica – Vinnytsya,4,DA,DA,30
1090,Sprehod ob reki – Vinnytsya,5,NE,DA,30
1091,Ulična kulinarična tura – Yayao,4,DA,NE,31
1092,Ogled verske dediščine – Yayao,5,NE,DA,31
1093,Vožnja z ladjico – Yayao,3,DA,DA,31
1094,Arhitekturni sprehod – Peixing,5,NE,DA,32
1095,Piknik v mestnem parku – Peixing,3,NE,DA,32
1096,Degustacija lokalnih jedi – Peixing,4,DA,NE,32
1097,Obisk mestne knjižnice – Itacurubí del Rosario,3,NE,DA,33
1098,Sprehod skozi mestni park – Itacurubí del Rosario,4,NE,DA,33
1099,Izlet v naravo v okolici mesta – Itacurubí del Rosario,5,NE,DA,33
1100,Delavnica tradicionalnih obrti – Grugul,4,DA,DA,34
1101,Razgledna točka in fotografiranje – Grugul,5,NE,DA,34
1102,Interaktivni znanstveni center – Grugul,3,DA,DA,34
1103,Delavnica lokalne kulinarike – Guder Lao,5,DA,DA,35
1104,Plovba po reki ali jezeru – Guder Lao,3,DA,DA,35
1105,Obisk kulturnega centra – Guder Lao,4,DA,DA,35
1106,Obisk umetniške galerije – Siraway,3,DA,DA,36
1107,Raziskovanje lokalnih obrti – Siraway,4,DA,DA,36
1108,Ogled mestnih znamenitosti ponoči – Siraway,5,DA,NE,36
1109,Ogled športnega objekta – Tuncheng,4,DA,DA,37
1110,Vožnja s turističnim avtobusom – Tuncheng,5,DA,DA,37
1111,Obisk zgodovinskega muzeja – Tuncheng,3,DA,DA,37
1112,Večerni razgled na mesto – Shibi,5,NE,DA,38
1113,Pokušina lokalnih sladic – Shibi,3,DA,DA,38
1114,Obisk živalskega vrta – Shibi,4,DA,DA,38
1115,Obisk lokalnega sejma – Shibīn al Qanāţir,3,NE,DA,39
1116,Ogled lokalne tržnice – Shibīn al Qanāţir,4,NE,DA,39
1117,Obisk botaničnega vrta – Shibīn al Qanāţir,5,DA,DA,39
1118,Voden ogled starega mestnega jedra – Zagnitkiv,4,NE,DA,40
1119,Ogled zgodovinskih zgradb – Zagnitkiv,5,NE,DA,40
1120,Obisk akvarija – Zagnitkiv,3,DA,DA,40
1121,Družinski ogled znamenitosti – Pueblo Nuevo,5,DA,DA,41
1122,Koncert lokalne glasbe – Pueblo Nuevo,3,DA,DA,41
1123,Voden pohod po okolici – Pueblo Nuevo,4,NE,DA,41
1124,Vodena fotografska tura – Kronoby,3,DA,NE,42
1125,Jutranji ogled mesta – Kronoby,4,NE,DA,42
1126,Obisk zgodovinske četrti – Kronoby,5,NE,DA,42
1127,Otroška ustvarjalna delavnica – Västervik,4,DA,DA,43
1128,Sprehod ob reki – Västervik,5,NE,DA,43
1129,Kolesarski izlet po mestu – Västervik,3,NE,DA,43
1130,Ogled verske dediščine – Verkh-Usugli,5,NE,DA,44
1131,Vožnja z ladjico – Verkh-Usugli,3,DA,DA,44
1132,Večerni kulturni sprehod – Verkh-Usugli,4,NE,NE,44
1133,Piknik v mestnem parku – Pedregal,3,NE,DA,45
1134,Degustacija lokalnih jedi – Pedregal,4,DA,NE,45
1135,Ulična kulinarična tura – Pedregal,5,DA,NE,45
1136,Sprehod skozi mestni park – Fujinomiya,4,NE,DA,46
1137,Izlet v naravo v okolici mesta – Fujinomiya,5,NE,DA,46
1138,Arhitekturni sprehod – Fujinomiya,3,NE,DA,46
1139,Razgledna točka in fotografiranje – Kuala Lumpur,5,NE,DA,47
1140,Interaktivni znanstveni center – Kuala Lumpur,3,DA,DA,47
1141,Obisk mestne knjižnice – Kuala Lumpur,4,NE,DA,47
1142,Plovba po reki ali jezeru – El Hamma,3,DA,DA,48
1143,Obisk kulturnega centra – El Hamma,4,DA,DA,48
1144,Delavnica tradicionalnih obrti – El Hamma,5,DA,DA,48
1145,Raziskovanje lokalnih obrti – Huangyuan Chengguanzhen,4,DA,DA,49
1146,Ogled mestnih znamenitosti ponoči – Huangyuan Chengguanzhen,5,DA,NE,49
1147,Delavnica lokalne kulinarike – Huangyuan Chengguanzhen,3,DA,DA,49
1148,Vožnja s turističnim avtobusom – Tomorlog,5,DA,DA,50
1149,Obisk zgodovinskega muzeja – Tomorlog,3,DA,DA,50
1150,Obisk umetniške galerije – Tomorlog,4,DA,DA,50
1151,Pokušina lokalnih sladic – Niort,3,DA,DA,51
1152,Obisk živalskega vrta – Niort,4,DA,DA,51
1153,Ogled športnega objekta – Niort,5,DA,DA,51
1154,Ogled lokalne tržnice – Sampao,4,NE,DA,52
1155,Obisk botaničnega vrta – Sampao,5,DA,DA,52
1156,Večerni razgled na mesto – Sampao,3,NE,DA,52
1157,Ogled zgodovinskih zgradb – Mali Iđoš,5,NE,DA,53
1158,Obisk akvarija – Mali Iđoš,3,DA,DA,53
1159,Obisk lokalnega sejma – Mali Iđoš,4,NE,DA,53
1160,Koncert lokalne glasbe – Xinmin,3,DA,DA,54
1161,Voden pohod po okolici – Xinmin,4,NE,DA,54
1162,Voden ogled starega mestnega jedra – Xinmin,5,NE,DA,54
1163,Jutranji ogled mesta – Paiçandu,4,NE,DA,55
1164,Obisk zgodovinske četrti – Paiçandu,5,NE,DA,55
1165,Družinski ogled znamenitosti – Paiçandu,3,DA,DA,55
1166,Sprehod ob reki – Lyaskelya,5,NE,DA,56
1167,Kolesarski izlet po mestu – Lyaskelya,3,NE,DA,56
1168,Vodena fotografska tura – Lyaskelya,4,DA,NE,56
1169,Vožnja z ladjico – Rumburk,3,DA,DA,57
1170,Večerni kulturni sprehod – Rumburk,4,NE,NE,57
1171,Otroška ustvarjalna delavnica – Rumburk,5,DA,DA,57
1172,Degustacija lokalnih jedi – Strogino,4,DA,NE,58
1173,Ulična kulinarična tura – Strogino,5,DA,NE,58
1174,Ogled verske dediščine – Strogino,3,NE,DA,58
1175,Izlet v naravo v okolici mesta – Montería,5,NE,DA,59
1176,Arhitekturni sprehod – Montería,3,NE,DA,59
1177,Piknik v mestnem parku – Montería,4,NE,DA,59
1178,Interaktivni znanstveni center – Tobi Village,3,DA,DA,60
1179,Obisk mestne knjižnice – Tobi Village,4,NE,DA,60
1180,Sprehod skozi mestni park – Tobi Village,5,NE,DA,60
1181,Obisk kulturnega centra – Longhua,4,DA,DA,61
1182,Delavnica tradicionalnih obrti – Longhua,5,DA,DA,61
1183,Razgledna točka in fotografiranje – Longhua,3,NE,DA,61
1184,Ogled mestnih znamenitosti ponoči – Newcastle,5,DA,NE,62
1185,Delavnica lokalne kulinarike – Newcastle,3,DA,DA,62
1186,Plovba po reki ali jezeru – Newcastle,4,DA,DA,62
1187,Obisk zgodovinskega muzeja – Kashima,3,DA,DA,63
1188,Obisk umetniške galerije – Kashima,4,DA,DA,63
1189,Raziskovanje lokalnih obrti – Kashima,5,DA,DA,63
1190,Obisk živalskega vrta – Santa Quitéria do Maranhão,4,DA,DA,64
1191,Ogled športnega objekta – Santa Quitéria do Maranhão,5,DA,DA,64
1192,Vožnja s turističnim avtobusom – Santa Quitéria do Maranhão,3,DA,DA,64
1193,Obisk botaničnega vrta – Fengshan,5,DA,DA,65
1194,Večerni razgled na mesto – Fengshan,3,NE,DA,65
1195,Pokušina lokalnih sladic – Fengshan,4,DA,DA,65
1196,Obisk akvarija – Mazatenango,3,DA,DA,66
1197,Obisk lokalnega sejma – Mazatenango,4,NE,DA,66
1198,Ogled lokalne tržnice – Mazatenango,5,NE,DA,66
1199,Voden pohod po okolici – Figueiras,4,NE,DA,67
1200,Voden ogled starega mestnega jedra – Figueiras,5,NE,DA,67
1201,Ogled zgodovinskih zgradb – Figueiras,3,NE,DA,67
1202,Obisk zgodovinske četrti – Maranura,5,NE,DA,68
1203,Družinski ogled znamenitosti – Maranura,3,DA,DA,68
1204,Koncert lokalne glasbe – Maranura,4,DA,DA,68
1205,Kolesarski izlet po mestu – Ashford,3,NE,DA,69
1206,Vodena fotografska tura – Ashford,4,DA,NE,69
1207,Jutranji ogled mesta – Ashford,5,NE,DA,69
1208,Večerni kulturni sprehod – Longshan,4,NE,NE,70
1209,Otroška ustvarjalna delavnica – Longshan,5,DA,DA,70
1210,Sprehod ob reki – Longshan,3,NE,DA,70
1211,Ulična kulinarična tura – Jiangkou,5,DA,NE,71
1212,Ogled verske dediščine – Jiangkou,3,NE,DA,71
1213,Vožnja z ladjico – Jiangkou,4,DA,DA,71
1214,Arhitekturni sprehod – Amarillo,3,NE,DA,72
1215,Piknik v mestnem parku – Amarillo,4,NE,DA,72
1216,Degustacija lokalnih jedi – Amarillo,5,DA,NE,72
1217,Obisk mestne knjižnice – Wanga,4,NE,DA,73
1218,Sprehod skozi mestni park – Wanga,5,NE,DA,73
1219,Izlet v naravo v okolici mesta – Wanga,3,NE,DA,73
1220,Delavnica tradicionalnih obrti – Rokiciny,5,DA,DA,74
1221,Razgledna točka in fotografiranje – Rokiciny,3,NE,DA,74
1222,Interaktivni znanstveni center – Rokiciny,4,DA,DA,74
1223,Delavnica lokalne kulinarike – Danao,3,DA,DA,75
1224,Plovba po reki ali jezeru – Danao,4,DA,DA,75
1225,Obisk kulturnega centra – Danao,5,DA,DA,75
1226,Obisk umetniške galerije – Krolevets’,4,DA,DA,76
1227,Raziskovanje lokalnih obrti – Krolevets’,5,DA,DA,76
1228,Ogled mestnih znamenitosti ponoči – Krolevets’,3,DA,NE,76
1229,Ogled športnega objekta – Cristóbal,5,DA,DA,77
1230,Vožnja s turističnim avtobusom – Cristóbal,3,DA,DA,77
1231,Obisk zgodovinskega muzeja – Cristóbal,4,DA,DA,77
1232,Večerni razgled na mesto – Kalisangkrah Lor,3,NE,DA,78
1233,Pokušina lokalnih sladic – Kalisangkrah Lor,4,DA,DA,78
1234,Obisk živalskega vrta – Kalisangkrah Lor,5,DA,DA,78
1235,Obisk lokalnega sejma – Xindai,4,NE,DA,79
1236,Ogled lokalne tržnice – Xindai,5,NE,DA,79
1237,Obisk botaničnega vrta – Xindai,3,DA,DA,79
1238,Voden ogled starega mestnega jedra – La Coipa,5,NE,DA,80
1239,Ogled zgodovinskih zgradb – La Coipa,3,NE,DA,80
1240,Obisk akvarija – La Coipa,4,DA,DA,80
1241,Družinski ogled znamenitosti – Nago,3,DA,DA,81
1242,Koncert lokalne glasbe – Nago,4,DA,DA,81
1243,Voden pohod po okolici – Nago,5,NE,DA,81
1244,Vodena fotografska tura – Klwów,4,DA,NE,82
1245,Jutranji ogled mesta – Klwów,5,NE,DA,82
1246,Obisk zgodovinske četrti – Klwów,3,NE,DA,82
1247,Otroška ustvarjalna delavnica – Banjar Kampungbugis,5,DA,DA,83
1248,Sprehod ob reki – Banjar Kampungbugis,3,NE,DA,83
1249,Kolesarski izlet po mestu – Banjar Kampungbugis,4,NE,DA,83
1250,Ogled verske dediščine – Lakha Nëvre,3,NE,DA,84
1251,Vožnja z ladjico – Lakha Nëvre,4,DA,DA,84
1252,Večerni kulturni sprehod – Lakha Nëvre,5,NE,NE,84
1253,Piknik v mestnem parku – Kérkyra,4,NE,DA,85
1254,Degustacija lokalnih jedi – Kérkyra,5,DA,NE,85
1255,Ulična kulinarična tura – Kérkyra,3,DA,NE,85
1256,Sprehod skozi mestni park – Montes,5,NE,DA,86
1257,Izlet v naravo v okolici mesta – Montes,3,NE,DA,86
1258,Arhitekturni sprehod – Montes,4,NE,DA,86
1259,Razgledna točka in fotografiranje – Tonekābon,3,NE,DA,87
1260,Interaktivni znanstveni center – Tonekābon,4,DA,DA,87
1261,Obisk mestne knjižnice – Tonekābon,5,NE,DA,87
1262,Plovba po reki ali jezeru – Maco,4,DA,DA,88
1263,Obisk kulturnega centra – Maco,5,DA,DA,88
1264,Delavnica tradicionalnih obrti – Maco,3,DA,DA,88
1265,Raziskovanje lokalnih obrti – To’rtko’l Shahri,5,DA,DA,89
1266,Ogled mestnih znamenitosti ponoči – To’rtko’l Shahri,3,DA,NE,89
1267,Delavnica lokalne kulinarike – To’rtko’l Shahri,4,DA,DA,89
1268,Vožnja s turističnim avtobusom – Kadipaten,3,DA,DA,90
1269,Obisk zgodovinskega muzeja – Kadipaten,4,DA,DA,90
1270,Obisk umetniške galerije – Kadipaten,5,DA,DA,90
1271,Pokušina lokalnih sladic – Géfyra,4,DA,DA,91
1272,Obisk živalskega vrta – Géfyra,5,DA,DA,91
1273,Ogled športnega objekta – Géfyra,3,DA,DA,91
1274,Ogled lokalne tržnice – Cipatujah,5,NE,DA,92
1275,Obisk botaničnega vrta – Cipatujah,3,DA,DA,92
1276,Večerni razgled na mesto – Cipatujah,4,NE,DA,92
1277,Ogled zgodovinskih zgradb – Koryukivka,3,NE,DA,93
1278,Obisk akvarija – Koryukivka,4,DA,DA,93
1279,Obisk lokalnega sejma – Koryukivka,5,NE,DA,93
1280,Koncert lokalne glasbe – Pujiang,4,DA,DA,94
1281,Voden pohod po okolici – Pujiang,5,NE,DA,94
1282,Voden ogled starega mestnega jedra – Pujiang,3,NE,DA,94
1283,Jutranji ogled mesta – San Nicolas,5,NE,DA,95
1284,Obisk zgodovinske četrti – San Nicolas,3,NE,DA,95
1285,Družinski ogled znamenitosti – San Nicolas,4,DA,DA,95
1286,Sprehod ob reki – Ogod,3,NE,DA,96
1287,Kolesarski izlet po mestu – Ogod,4,NE,DA,96
1288,Vodena fotografska tura – Ogod,5,DA,NE,96
1289,Vožnja z ladjico – Barranco de Loba,4,DA,DA,97
1290,Večerni kulturni sprehod – Barranco de Loba,5,NE,NE,97
